5.537928771972656250e+01, 9.175939178466796875e+01, 7.037216949462890625e+01, 1.943713073730468750e+02, 3.215743408203125000e+02, 2.466143646240234375e+02
3.083168701171875000e+03, 1.112132034301757812e+02, 4.568895339965820312e+01, -1.465099792480468750e+02, 3.897890625000000000e+02, 1.601300659179687500e+02
4.717543411254882812e+01, 1.038961868286132812e+02, 3.139010986328125000e+03, 1.656906890869140625e+02, 3.640739135742187500e+02, 4.940367889404296875e+01
6.263105392456054688e+01, 8.855249786376953125e+01, 6.176524414062500000e+03, 2.198418121337890625e+02, 3.103058471679687500e+02, -2.578106079101562500e+02
3.036581542968750000e+03, 9.861431884765625000e+01, 6.185750976562500000e+03, -3.101197814941406250e+02, 3.455693359375000000e+02, -2.254902801513671875e+02
3.062748046875000000e+03, 1.314019622802734375e+02, 3.118783691406250000e+03, -2.183678894042968750e+02, 4.604596557617187500e+02, -2.153391647338867188e+01
6.219327148437500000e+03, 1.031455383300781250e+02, 6.162488281250000000e+03, -1.075558471679687500e+02, 3.614459228515625000e+02, -3.069435424804687500e+02
6.213918945312500000e+03, 1.305179138183593750e+02, 3.113816406250000000e+03, -1.264911193847656250e+02, 4.574007873535156250e+02, -3.925392913818359375e+01
6.188000000000000000e+03, 8.482441711425781250e+01, 4.363014984130859375e+01, -2.172641601562500000e+02, 2.975439758300781250e+02, 1.528774871826171875e+02
6.169159179687500000e+03, 3.118486083984375000e+03, 3.745461273193359375e+01, -2.832770996093750000e+02, -2.302032852172851562e+01, 1.312357788085937500e+02
6.183916992187500000e+03, 3.168860107421875000e+03, 6.109126464843750000e+03, -2.316128387451171875e+02, 1.536923522949218750e+02, -4.939280700683593750e+02
6.174846679687500000e+03, 3.124774169921875000e+03, 3.166771728515625000e+03, -2.633787231445312500e+02, -7.856507897377014160e-01, 1.462959747314453125e+02
3.049090576171875000e+03, 6.227748535156250000e+03, 3.179759033203125000e+03, -2.660715942382812500e+02, -7.839387512207031250e+01, 1.919465332031250000e+02
3.054956298828125000e+03, 3.190739990234375000e+03, 6.131921875000000000e+03, -2.458182067871093750e+02, 2.304749603271484375e+02, -4.141748352050781250e+02
3.062407958984375000e+03, 3.173658691406250000e+03, 3.154019775390625000e+03, -2.195980377197265625e+02, 1.707877044677734375e+02, 1.019460296630859375e+02
9.984651184082031250e+01, 3.153375000000000000e+03, 3.156408691406250000e+03, 3.503083190917968750e+02, 9.958230590820312500e+01, 1.104227905273437500e+02
9.768171691894531250e+01, 3.141527832031250000e+03, 6.142089843750000000e+03, 3.426795349121093750e+02, 5.822686386108398438e+01, -3.785018615722656250e+02
1.097712554931640625e+02, 6.220071289062500000e+03, 6.123697265625000000e+03, 3.848163452148437500e+02, -1.052842178344726562e+02, -4.427261657714843750e+02
